current_score,wickets_lost,overs_played,total_overs,innings,run_rate,target,runs_needed,wickets_remaining,required_run_rate,team_won,final_score
81,4,10.0,20,1,8.1,0,0,6,0.0,1,134.0
107,4,15.0,20,1,7.13,0,0,6,0.0,1,132.0
184,5,20.0,20,1,9.2,0,0,5,0.0,1,184.0
44,1,6.0,20,2,7.33,185,141,9,10.07,0,185.0
83,4,10.0,20,2,8.3,185,102,6,10.2,0,185.0
118,7,15.0,20,2,7.87,185,67,3,13.4,0,185.0
149,9,20.0,20,2,7.45,185,36,1,0.0,0,185.0
39,3,6.0,20,1,6.5,0,0,7,0.0,1,102.0
62,3,10.0,20,1,6.2,0,0,7,0.0,1,109.0
96,5,15.0,20,1,6.4,0,0,5,0.0,1,115.0
142,7,20.0,20,1,7.1,0,0,3,0.0,1,142.0
23,2,6.0,20,2,3.83,143,120,8,8.57,0,143.0
43,3,10.0,20,2,4.3,143,100,7,10.0,0,143.0
81,5,15.0,20,2,5.4,143,62,5,12.4,0,143.0
104,10,20.0,20,2,5.2,143,39,0,0.0,0,143.0
27,3,6.0,20,1,4.5,0,0,7,0.0,0,100.0
43,5,10.0,20,1,4.3,0,0,5,0.0,0,100.0
78,5,15.0,20,1,5.2,0,0,5,0.0,0,100.0
82,10,20.0,20,1,4.1,0,0,0,0.0,0,82.0
33,0,6.0,20,2,5.5,83,50,10,3.57,1,83.0
53,1,10.0,20,2,5.3,83,30,9,3.0,1,83.0
86,1,15.0,20,2,5.73,83,0,9,-0.6,1,83.0
86,1,20.0,20,2,4.3,83,0,9,0.0,1,83.0
40,0,6.0,20,1,6.67,0,0,10,0.0,1,133.0
58,2,10.0,20,1,5.8,0,0,8,0.0,1,109.0
108,3,15.0,20,1,7.2,0,0,7,0.0,1,138.0
168,5,20.0,20,1,8.4,0,0,5,0.0,1,168.0
33,1,6.0,20,2,5.5,169,136,9,9.71,0,169.0
58,1,10.0,20,2,5.8,169,111,9,11.1,0,169.0
101,5,15.0,20,2,6.73,169,68,5,13.6,0,169.0
146,9,20.0,20,2,7.3,169,23,1,0.0,0,169.0
45,1,6.0,20,1,7.5,0,0,9,0.0,1,139.0
78,1,10.0,20,1,7.8,0,0,9,0.0,1,155.0
107,2,15.0,20,1,7.13,0,0,8,0.0,1,141.0
153,4,20.0,20,1,7.65,0,0,6,0.0,1,153.0
52,0,6.0,20,2,8.67,154,102,10,7.29,0,154.0
76,1,10.0,20,2,7.6,154,78,9,7.8,0,154.0
111,2,15.0,20,2,7.4,154,43,8,8.6,0,154.0
151,7,20.0,20,2,7.55,154,3,3,0.0,0,154.0
44,2,6.0,20,1,7.33,0,0,8,0.0,0,126.0
69,3,10.0,20,1,6.9,0,0,7,0.0,0,122.0
90,5,15.0,20,1,6.0,0,0,5,0.0,0,108.0
137,8,20.0,20,1,6.85,0,0,2,0.0,0,137.0
31,1,6.0,20,2,5.17,138,107,9,7.64,1,138.0
60,1,10.0,20,2,6.0,138,78,9,7.8,1,138.0
93,2,15.0,20,2,6.2,138,45,8,9.0,1,138.0
141,2,20.0,20,2,7.05,138,0,8,0.0,1,138.0
61,0,6.0,20,1,10.17,0,0,10,0.0,0,203.0
82,1,10.0,20,1,8.2,0,0,9,0.0,0,163.0
124,2,15.0,20,1,8.27,0,0,8,0.0,0,163.0
161,5,20.0,20,1,8.05,0,0,5,0.0,0,161.0
48,2,6.0,20,2,8.0,162,114,8,8.14,1,162.0
85,3,10.0,20,2,8.5,162,77,7,7.7,1,162.0
118,3,15.0,20,2,7.87,162,44,7,8.8,1,162.0
162,4,20.0,20,2,8.1,162,0,6,0.0,1,162.0
38,3,6.0,20,1,6.33,0,0,7,0.0,0,100.0
53,4,10.0,20,1,5.3,0,0,6,0.0,0,100.0
87,6,15.0,20,1,5.8,0,0,4,0.0,0,104.0
95,10,20.0,20,1,4.75,0,0,0,0.0,0,95.0
31,1,6.0,20,2,5.17,96,65,9,4.64,1,96.0
48,2,10.0,20,2,4.8,96,48,8,4.8,1,96.0
85,2,15.0,20,2,5.67,96,11,8,2.2,1,96.0
99,2,20.0,20,2,4.95,96,0,8,0.0,1,96.0
36,5,6.0,20,1,6.0,0,0,5,0.0,0,100.0
46,6,10.0,20,1,4.6,0,0,4,0.0,0,100.0
68,6,15.0,20,1,4.53,0,0,4,0.0,0,100.0
112,8,20.0,20,1,5.6,0,0,2,0.0,0,112.0
44,1,6.0,20,2,7.33,113,69,9,4.93,1,113.0
74,3,10.0,20,2,7.4,113,39,7,3.9,1,113.0
113,3,15.0,20,2,7.53,113,0,7,0.0,1,113.0
113,3,20.0,20,2,5.65,113,0,7,0.0,1,113.0
46,0,6.0,20,1,7.67,0,0,10,0.0,1,153.0
65,1,10.0,20,1,6.5,0,0,9,0.0,1,129.0
118,2,15.0,20,1,7.87,0,0,8,0.0,1,155.0
163,4,20.0,20,1,8.15,0,0,6,0.0,1,163.0
30,2,6.0,20,2,5.0,164,134,8,9.57,0,164.0
62,3,10.0,20,2,6.2,164,102,7,10.2,0,164.0
101,5,15.0,20,2,6.73,164,63,5,12.6,0,164.0
154,8,20.0,20,2,7.7,164,10,2,0.0,0,164.0
30,2,6.0,20,1,5.0,0,0,8,0.0,0,100.0
43,4,10.0,20,1,4.3,0,0,6,0.0,0,100.0
89,4,15.0,20,1,5.93,0,0,6,0.0,0,110.0
151,6,20.0,20,1,7.55,0,0,4,0.0,0,151.0
57,1,6.0,20,2,9.5,152,95,9,6.79,1,152.0
86,2,10.0,20,2,8.6,152,66,8,6.6,1,152.0
121,3,15.0,20,2,8.07,152,31,7,6.2,1,152.0
152,4,20.0,20,2,7.6,152,0,6,0.0,1,152.0
24,2,6.0,20,1,4.0,0,0,8,0.0,0,100.0
50,2,10.0,20,1,5.0,0,0,8,0.0,0,100.0
91,2,15.0,20,1,6.07,0,0,8,0.0,0,120.0
140,4,20.0,20,1,7.0,0,0,6,0.0,0,140.0
40,1,6.0,20,2,6.67,141,101,9,7.21,1,141.0
78,1,10.0,20,2,7.8,141,63,9,6.3,1,141.0
116,1,15.0,20,2,7.73,141,25,9,5.0,1,141.0
143,1,20.0,20,2,7.15,141,0,9,0.0,1,141.0
31,2,6.0,20,1,5.17,0,0,8,0.0,0,100.0
67,2,10.0,20,1,6.7,0,0,8,0.0,0,125.0
126,3,15.0,20,1,8.4,0,0,7,0.0,0,161.0
188,4,20.0,20,1,9.4,0,0,6,0.0,0,188.0
65,1,6.0,20,2,10.83,189,124,9,8.86,1,189.0
99,1,10.0,20,2,9.9,189,90,9,9.0,1,189.0
138,4,15.0,20,2,9.2,189,51,6,10.2,1,189.0
193,4,20.0,20,2,9.65,189,0,6,0.0,1,189.0
37,4,6.0,20,1,6.17,0,0,6,0.0,0,100.0
65,4,10.0,20,1,6.5,0,0,6,0.0,0,107.0
111,4,15.0,20,1,7.4,0,0,6,0.0,0,137.0
148,8,20.0,20,1,7.4,0,0,2,0.0,0,148.0
44,1,6.0,20,2,7.33,149,105,9,7.5,1,149.0
61,3,10.0,20,2,6.1,149,88,7,8.8,1,149.0
115,5,15.0,20,2,7.67,149,34,5,6.8,1,149.0
151,6,20.0,20,2,7.55,149,0,4,0.0,1,149.0
41,1,6.0,20,1,6.83,0,0,9,0.0,1,127.0
73,2,10.0,20,1,7.3,0,0,8,0.0,1,137.0
114,3,15.0,20,1,7.6,0,0,7,0.0,1,145.0
175,5,20.0,20,1,8.75,0,0,5,0.0,1,175.0
28,3,6.0,20,2,4.67,176,148,7,10.57,0,176.0
53,4,10.0,20,2,5.3,176,123,6,12.3,0,176.0
92,5,15.0,20,2,6.13,176,84,5,16.8,0,176.0
142,9,20.0,20,2,7.1,176,34,1,0.0,0,176.0
31,1,6.0,20,1,5.17,0,0,9,0.0,0,100.0
67,1,10.0,20,1,6.7,0,0,9,0.0,0,133.0
102,3,15.0,20,1,6.8,0,0,7,0.0,0,130.0
159,4,20.0,20,1,7.95,0,0,6,0.0,0,159.0
62,1,6.0,20,2,10.33,160,98,9,7.0,1,160.0
90,1,10.0,20,2,9.0,160,70,9,7.0,1,160.0
130,1,15.0,20,2,8.67,160,30,9,6.0,1,160.0
160,1,20.0,20,2,8.0,160,0,9,0.0,1,160.0
44,0,6.0,20,1,7.33,0,0,10,0.0,0,146.0
71,1,10.0,20,1,7.1,0,0,9,0.0,0,141.0
125,1,15.0,20,1,8.33,0,0,9,0.0,0,169.0
182,2,20.0,20,1,9.1,0,0,8,0.0,0,182.0
50,0,6.0,20,2,8.33,183,133,10,9.5,1,183.0
84,0,10.0,20,2,8.4,183,99,10,9.9,1,183.0
134,1,15.0,20,2,8.93,183,49,9,9.8,1,183.0
184,2,20.0,20,2,9.2,183,0,8,0.0,1,183.0
45,0,6.0,20,1,7.5,0,0,10,0.0,1,150.0
80,1,10.0,20,1,8.0,0,0,9,0.0,1,159.0
126,2,15.0,20,1,8.4,0,0,8,0.0,1,166.0
183,5,20.0,20,1,9.15,0,0,5,0.0,1,183.0
33,3,6.0,20,2,5.5,184,151,7,10.79,0,184.0
67,3,10.0,20,2,6.7,184,117,7,11.7,0,184.0
112,5,15.0,20,2,7.47,184,72,5,14.4,0,184.0
162,7,20.0,20,2,8.1,184,22,3,0.0,0,184.0
48,1,6.0,20,1,8.0,0,0,9,0.0,0,148.0
81,1,10.0,20,1,8.1,0,0,9,0.0,0,161.0
113,4,15.0,20,1,7.53,0,0,6,0.0,0,140.0
165,8,20.0,20,1,8.25,0,0,2,0.0,0,165.0
62,0,6.0,20,2,10.33,166,104,10,7.43,1,166.0
104,0,10.0,20,2,10.4,166,62,10,6.2,1,166.0
139,1,15.0,20,2,9.27,166,27,9,5.4,1,166.0
166,2,20.0,20,2,8.3,166,0,8,0.0,1,166.0
63,1,6.0,20,1,10.5,0,0,9,0.0,0,195.0
98,3,10.0,20,1,9.8,0,0,7,0.0,0,173.0
128,4,15.0,20,1,8.53,0,0,6,0.0,0,158.0
187,5,20.0,20,1,9.35,0,0,5,0.0,0,187.0
67,0,6.0,20,2,11.17,188,121,10,8.64,1,188.0
98,2,10.0,20,2,9.8,188,90,8,9.0,1,188.0
128,5,15.0,20,2,8.53,188,60,5,12.0,1,188.0
190,7,20.0,20,2,9.5,188,0,3,0.0,1,188.0
36,2,6.0,20,1,6.0,0,0,8,0.0,0,103.0
61,4,10.0,20,1,6.1,0,0,6,0.0,0,101.0
80,9,15.0,20,1,5.33,0,0,1,0.0,0,100.0
81,10,20.0,20,1,4.05,0,0,0,0.0,0,81.0
26,1,6.0,20,2,4.33,82,56,9,4.0,1,82.0
45,2,10.0,20,2,4.5,82,37,8,3.7,1,82.0
85,2,15.0,20,2,5.67,82,0,8,-0.6,1,82.0
85,2,20.0,20,2,4.25,82,0,8,0.0,1,82.0
42,1,6.0,20,1,7.0,0,0,9,0.0,0,130.0
72,2,10.0,20,1,7.2,0,0,8,0.0,0,135.0
109,3,15.0,20,1,7.27,0,0,7,0.0,0,139.0
131,4,20.0,20,1,6.55,0,0,6,0.0,0,131.0
49,1,6.0,20,2,8.17,132,83,9,5.93,1,132.0
90,1,10.0,20,2,9.0,132,42,9,4.2,1,132.0
135,3,15.0,20,2,9.0,132,0,7,-0.6,1,132.0
135,3,20.0,20,2,6.75,132,0,7,0.0,1,132.0
43,1,6.0,20,1,7.17,0,0,9,0.0,1,133.0
90,1,10.0,20,1,9.0,0,0,9,0.0,1,179.0
129,3,15.0,20,1,8.6,0,0,7,0.0,1,165.0
168,4,20.0,20,1,8.4,0,0,6,0.0,1,168.0
38,3,6.0,20,2,6.33,169,131,7,9.36,0,169.0
78,3,10.0,20,2,7.8,169,91,7,9.1,0,169.0
107,5,15.0,20,2,7.13,169,62,5,12.4,0,169.0
152,7,20.0,20,2,7.6,169,17,3,0.0,0,169.0
33,4,6.0,20,1,5.5,0,0,6,0.0,0,100.0
60,5,10.0,20,1,6.0,0,0,5,0.0,0,100.0
100,7,15.0,20,1,6.67,0,0,3,0.0,0,120.0
118,10,20.0,20,1,5.9,0,0,0,0.0,0,118.0
32,1,6.0,20,2,5.33,119,87,9,6.21,1,119.0
63,1,10.0,20,2,6.3,119,56,9,5.6,1,119.0
89,3,15.0,20,2,5.93,119,30,7,6.0,1,119.0
124,3,20.0,20,2,6.2,119,0,7,0.0,1,119.0
45,0,6.0,20,1,7.5,0,0,10,0.0,1,150.0
55,3,10.0,20,1,5.5,0,0,7,0.0,1,100.0
100,5,15.0,20,1,6.67,0,0,5,0.0,1,120.0
132,7,20.0,20,1,6.6,0,0,3,0.0,1,132.0
37,3,6.0,20,2,6.17,133,96,7,6.86,0,133.0
59,3,10.0,20,2,5.9,133,74,7,7.4,0,133.0
86,5,15.0,20,2,5.73,133,47,5,9.4,0,133.0
126,9,20.0,20,2,6.3,133,7,1,0.0,0,133.0
77,1,6.0,20,1,12.83,0,0,9,0.0,1,238.0
106,2,10.0,20,1,10.6,0,0,8,0.0,1,199.0
169,2,15.0,20,1,11.27,0,0,8,0.0,1,223.0
195,7,20.0,20,1,9.75,0,0,3,0.0,1,195.0
45,2,6.0,20,2,7.5,196,151,8,10.79,0,196.0
61,4,10.0,20,2,6.1,196,135,6,13.5,0,196.0
113,5,15.0,20,2,7.53,196,83,5,16.6,0,196.0
147,7,20.0,20,2,7.35,196,49,3,0.0,0,196.0
40,2,6.0,20,1,6.67,0,0,8,0.0,1,114.0
67,2,10.0,20,1,6.7,0,0,8,0.0,1,125.0
107,3,15.0,20,1,7.13,0,0,7,0.0,1,136.0
164,4,20.0,20,1,8.2,0,0,6,0.0,1,164.0
44,2,6.0,20,2,7.33,165,121,8,8.64,0,165.0
84,2,10.0,20,2,8.4,165,81,8,8.1,0,165.0
119,4,15.0,20,2,7.93,165,46,6,9.2,0,165.0
156,9,20.0,20,2,7.8,165,9,1,0.0,0,165.0
50,1,6.0,20,1,8.33,0,0,9,0.0,0,154.0
76,1,10.0,20,1,7.6,0,0,9,0.0,0,151.0
114,2,15.0,20,1,7.6,0,0,8,0.0,0,150.0
171,5,20.0,20,1,8.55,0,0,5,0.0,0,171.0
57,0,6.0,20,2,9.5,172,115,10,8.21,1,172.0
92,0,10.0,20,2,9.2,172,80,10,8.0,1,172.0
152,1,15.0,20,2,10.13,172,20,9,4.0,1,172.0
175,1,20.0,20,2,8.75,172,0,9,0.0,1,172.0
70,0,6.0,20,1,11.67,0,0,10,0.0,1,233.0
115,0,10.0,20,1,11.5,0,0,10,0.0,1,241.0
173,2,15.0,20,1,11.53,0,0,8,0.0,1,228.0
231,4,20.0,20,1,11.55,0,0,6,0.0,1,231.0
46,1,6.0,20,2,7.67,232,186,9,13.29,0,232.0
96,1,10.0,20,2,9.6,232,136,9,13.6,0,232.0
147,3,15.0,20,2,9.8,232,85,7,17.0,0,232.0
202,6,20.0,20,2,10.1,232,30,4,0.0,0,232.0
57,1,6.0,20,1,9.5,0,0,9,0.0,1,176.0
72,4,10.0,20,1,7.2,0,0,6,0.0,1,119.0
102,4,15.0,20,1,6.8,0,0,6,0.0,1,126.0
172,4,20.0,20,1,8.6,0,0,6,0.0,1,172.0
41,2,6.0,20,2,6.83,173,132,8,9.43,0,173.0
72,4,10.0,20,2,7.2,173,101,6,10.1,0,173.0
100,6,15.0,20,2,6.67,173,73,4,14.6,0,173.0
135,8,20.0,20,2,6.75,173,38,2,0.0,0,173.0
32,2,6.0,20,1,5.33,0,0,8,0.0,0,100.0
54,3,10.0,20,1,5.4,0,0,7,0.0,0,100.0
88,3,15.0,20,1,5.87,0,0,7,0.0,0,112.0
109,10,20.0,20,1,5.45,0,0,0,0.0,0,109.0
38,0,6.0,20,2,6.33,110,72,10,5.14,1,110.0
68,0,10.0,20,2,6.8,110,42,10,4.2,1,110.0
111,2,15.0,20,2,7.4,110,0,8,-0.2,1,110.0
111,2,20.0,20,2,5.55,110,0,8,0.0,1,110.0
45,0,6.0,20,1,7.5,0,0,10,0.0,1,150.0
66,2,10.0,20,1,6.6,0,0,8,0.0,1,124.0
99,2,15.0,20,1,6.6,0,0,8,0.0,1,130.0
142,6,20.0,20,1,7.1,0,0,4,0.0,1,142.0
40,4,6.0,20,2,6.67,143,103,6,7.36,0,143.0
58,4,10.0,20,2,5.8,143,85,6,8.5,0,143.0
93,5,15.0,20,2,6.2,143,50,5,10.0,0,143.0
117,9,20.0,20,2,5.85,143,26,1,0.0,0,143.0
42,1,6.0,20,1,7.0,0,0,9,0.0,0,130.0
69,3,10.0,20,1,6.9,0,0,7,0.0,0,122.0
115,3,15.0,20,1,7.67,0,0,7,0.0,0,147.0
160,6,20.0,20,1,8.0,0,0,4,0.0,0,160.0
65,1,6.0,20,2,10.83,161,96,9,6.86,1,161.0
97,4,10.0,20,2,9.7,161,64,6,6.4,1,161.0
117,5,15.0,20,2,7.8,161,44,5,8.8,1,161.0
161,7,20.0,20,2,8.05,161,0,3,0.0,1,161.0
37,3,6.0,20,1,6.17,0,0,7,0.0,0,100.0
54,4,10.0,20,1,5.4,0,0,6,0.0,0,100.0
91,5,15.0,20,1,6.07,0,0,5,0.0,0,109.0
141,6,20.0,20,1,7.05,0,0,4,0.0,0,141.0
28,1,6.0,20,2,4.67,142,114,9,8.14,1,142.0
65,1,10.0,20,2,6.5,142,77,9,7.7,1,142.0
104,2,15.0,20,2,6.93,142,38,8,7.6,1,142.0
145,2,20.0,20,2,7.25,142,0,8,0.0,1,142.0
20,3,6.0,20,1,3.33,0,0,7,0.0,1,100.0
37,3,10.0,20,1,3.7,0,0,7,0.0,1,100.0
90,3,15.0,20,1,6.0,0,0,7,0.0,1,115.0
129,7,20.0,20,1,6.45,0,0,3,0.0,1,129.0
29,6,6.0,20,2,4.83,130,101,4,7.21,0,130.0
45,6,10.0,20,2,4.5,130,85,4,8.5,0,130.0
73,7,15.0,20,2,4.87,130,57,3,11.4,0,130.0
74,10,20.0,20,2,3.7,130,56,0,0.0,0,130.0
42,1,6.0,20,1,7.0,0,0,9,0.0,1,130.0
64,2,10.0,20,1,6.4,0,0,8,0.0,1,120.0
105,5,15.0,20,1,7.0,0,0,5,0.0,1,126.0
148,7,20.0,20,1,7.4,0,0,3,0.0,1,148.0
41,1,6.0,20,2,6.83,149,108,9,7.71,0,149.0
60,2,10.0,20,2,6.0,149,89,8,8.9,0,149.0
86,6,15.0,20,2,5.73,149,63,4,12.6,0,149.0
131,9,20.0,20,2,6.55,149,18,1,0.0,0,149.0
31,2,6.0,20,1,5.17,0,0,8,0.0,0,100.0
50,4,10.0,20,1,5.0,0,0,6,0.0,0,100.0
67,4,15.0,20,1,4.47,0,0,6,0.0,0,100.0
94,8,20.0,20,1,4.7,0,0,2,0.0,0,94.0
18,1,6.0,20,2,3.0,95,77,9,5.5,1,95.0
46,1,10.0,20,2,4.6,95,49,9,4.9,1,95.0
73,2,15.0,20,2,4.87,95,22,8,4.4,1,95.0
95,3,20.0,20,2,4.75,95,0,7,0.0,1,95.0
57,0,6.0,20,1,9.5,0,0,10,0.0,1,190.0
78,2,10.0,20,1,7.8,0,0,8,0.0,1,146.0
118,2,15.0,20,1,7.87,0,0,8,0.0,1,155.0
181,5,20.0,20,1,9.05,0,0,5,0.0,1,181.0
42,1,6.0,20,2,7.0,182,140,9,10.0,0,182.0
63,1,10.0,20,2,6.3,182,119,9,11.9,0,182.0
108,3,15.0,20,2,7.2,182,74,7,14.8,0,182.0
155,5,20.0,20,2,7.75,182,27,5,0.0,0,182.0
34,2,6.0,20,1,5.67,0,0,8,0.0,1,100.0
46,3,10.0,20,1,4.6,0,0,7,0.0,1,100.0
94,4,15.0,20,1,6.27,0,0,6,0.0,1,116.0
157,7,20.0,20,1,7.85,0,0,3,0.0,1,157.0
37,3,6.0,20,2,6.17,158,121,7,8.64,0,158.0
51,4,10.0,20,2,5.1,158,107,6,10.7,0,158.0
92,5,15.0,20,2,6.13,158,66,5,13.2,0,158.0
119,10,20.0,20,2,5.95,158,39,0,0.0,0,158.0
40,2,6.0,20,1,6.67,0,0,8,0.0,0,114.0
55,4,10.0,20,1,5.5,0,0,6,0.0,0,100.0
86,5,15.0,20,1,5.73,0,0,5,0.0,0,103.0
119,6,20.0,20,1,5.95,0,0,4,0.0,0,119.0
45,2,6.0,20,2,7.5,120,75,8,5.36,1,120.0
71,2,10.0,20,2,7.1,120,49,8,4.9,1,120.0
102,2,15.0,20,2,6.8,120,18,8,3.6,1,120.0
120,2,20.0,20,2,6.0,120,0,8,0.0,1,120.0
49,1,6.0,20,1,8.17,0,0,9,0.0,0,151.0
77,2,10.0,20,1,7.7,0,0,8,0.0,0,144.0
102,4,15.0,20,1,6.8,0,0,6,0.0,0,126.0
143,7,20.0,20,1,7.15,0,0,3,0.0,0,143.0
34,1,6.0,20,2,5.67,144,110,9,7.86,1,144.0
59,2,10.0,20,2,5.9,144,85,8,8.5,1,144.0
92,4,15.0,20,2,6.13,144,52,6,10.4,1,144.0
144,4,20.0,20,2,7.2,144,0,6,0.0,1,144.0
34,1,6.0,20,1,5.67,0,0,9,0.0,1,105.0
58,1,10.0,20,1,5.8,0,0,9,0.0,1,115.0
96,2,15.0,20,1,6.4,0,0,8,0.0,1,126.0
165,5,20.0,20,1,8.25,0,0,5,0.0,1,165.0
64,0,6.0,20,2,10.67,166,102,10,7.29,0,166.0
88,1,10.0,20,2,8.8,166,78,9,7.8,0,166.0
118,3,15.0,20,2,7.87,166,48,7,9.6,0,166.0
146,8,20.0,20,2,7.3,166,20,2,0.0,0,166.0
35,1,6.0,20,1,5.83,0,0,9,0.0,1,108.0
67,1,10.0,20,1,6.7,0,0,9,0.0,1,133.0
114,2,15.0,20,1,7.6,0,0,8,0.0,1,150.0
159,5,20.0,20,1,7.95,0,0,5,0.0,1,159.0
24,1,6.0,20,2,4.0,160,136,9,9.71,0,160.0
62,1,10.0,20,2,6.2,160,98,9,9.8,0,160.0
101,4,15.0,20,2,6.73,160,59,6,11.8,0,160.0
136,8,20.0,20,2,6.8,160,24,2,0.0,0,160.0
42,2,6.0,20,1,7.0,0,0,8,0.0,0,120.0
62,3,10.0,20,1,6.2,0,0,7,0.0,0,109.0
98,4,15.0,20,1,6.53,0,0,6,0.0,0,121.0
140,6,20.0,20,1,7.0,0,0,4,0.0,0,140.0
67,1,6.0,20,2,11.17,141,74,9,5.29,1,141.0
89,3,10.0,20,2,8.9,141,52,7,5.2,1,141.0
141,3,15.0,20,2,9.4,141,0,7,0.0,1,141.0
141,3,20.0,20,2,7.05,141,0,7,0.0,1,141.0
41,1,6.0,20,1,6.83,0,0,9,0.0,1,127.0
73,1,10.0,20,1,7.3,0,0,9,0.0,1,145.0
110,3,15.0,20,1,7.33,0,0,7,0.0,1,140.0
169,4,20.0,20,1,8.45,0,0,6,0.0,1,169.0
41,2,6.0,20,2,6.83,170,129,8,9.21,0,170.0
68,2,10.0,20,2,6.8,170,102,8,10.2,0,170.0
108,4,15.0,20,2,7.2,170,62,6,12.4,0,170.0
149,6,20.0,20,2,7.45,170,21,4,0.0,0,170.0
47,0,6.0,20,1,7.83,0,0,10,0.0,0,156.0
86,0,10.0,20,1,8.6,0,0,10,0.0,0,180.0
113,3,15.0,20,1,7.53,0,0,7,0.0,0,144.0
147,6,20.0,20,1,7.35,0,0,4,0.0,0,147.0
43,1,6.0,20,2,7.17,148,105,9,7.5,1,148.0
73,1,10.0,20,2,7.3,148,75,9,7.5,1,148.0
118,1,15.0,20,2,7.87,148,30,9,6.0,1,148.0
149,2,20.0,20,2,7.45,148,0,8,0.0,1,148.0
49,1,6.0,20,1,8.17,0,0,9,0.0,1,151.0
65,2,10.0,20,1,6.5,0,0,8,0.0,1,122.0
97,4,15.0,20,1,6.47,0,0,6,0.0,1,120.0
160,7,20.0,20,1,8.0,0,0,3,0.0,1,160.0
31,2,6.0,20,2,5.17,161,130,8,9.29,0,161.0
48,3,10.0,20,2,4.8,161,113,7,11.3,0,161.0
90,4,15.0,20,2,6.0,161,71,6,14.2,0,161.0
139,7,20.0,20,2,6.95,161,22,3,0.0,0,161.0
35,2,6.0,20,1,5.83,0,0,8,0.0,1,100.0
69,2,10.0,20,1,6.9,0,0,8,0.0,1,129.0
98,4,15.0,20,1,6.53,0,0,6,0.0,1,121.0
156,5,20.0,20,1,7.8,0,0,5,0.0,1,156.0
43,0,6.0,20,2,7.17,157,114,10,8.14,0,157.0
69,0,10.0,20,2,6.9,157,88,10,8.8,0,157.0
100,3,15.0,20,2,6.67,157,57,7,11.4,0,157.0
139,7,20.0,20,2,6.95,157,18,3,0.0,0,157.0
43,1,6.0,20,1,7.17,0,0,9,0.0,0,133.0
67,2,10.0,20,1,6.7,0,0,8,0.0,0,125.0
125,3,15.0,20,1,8.33,0,0,7,0.0,0,159.0
175,5,20.0,20,1,8.75,0,0,5,0.0,0,175.0
29,3,6.0,20,2,4.83,176,147,7,10.5,1,176.0
85,3,10.0,20,2,8.5,176,91,7,9.1,1,176.0
149,4,15.0,20,2,9.93,176,27,6,5.4,1,176.0
179,6,20.0,20,2,8.95,176,0,4,0.0,1,176.0
48,1,6.0,20,1,8.0,0,0,9,0.0,1,148.0
103,1,10.0,20,1,10.3,0,0,9,0.0,1,204.0
155,3,15.0,20,1,10.33,0,0,7,0.0,1,198.0
205,6,20.0,20,1,10.25,0,0,4,0.0,1,205.0
38,4,6.0,20,2,6.33,206,168,6,12.0,0,206.0
62,6,10.0,20,2,6.2,206,144,4,14.4,0,206.0
89,7,15.0,20,2,5.93,206,117,3,23.4,0,206.0
120,9,20.0,20,2,6.0,206,86,1,0.0,0,206.0
15,2,6.0,20,1,2.5,0,0,8,0.0,0,100.0
40,2,10.0,20,1,4.0,0,0,8,0.0,0,100.0
77,3,15.0,20,1,5.13,0,0,7,0.0,0,100.0
114,4,20.0,20,1,5.7,0,0,6,0.0,0,114.0
33,2,6.0,20,2,5.5,115,82,8,5.86,1,115.0
61,2,10.0,20,2,6.1,115,54,8,5.4,1,115.0
61,2,15.0,20,2,4.07,115,54,8,10.8,1,115.0
61,2,20.0,20,2,3.05,115,54,8,0.0,1,115.0
50,1,6.0,20,1,8.33,0,0,9,0.0,1,154.0
76,2,10.0,20,1,7.6,0,0,8,0.0,1,142.0
129,2,15.0,20,1,8.6,0,0,8,0.0,1,170.0
178,4,20.0,20,1,8.9,0,0,6,0.0,1,178.0
23,4,6.0,20,2,3.83,179,156,6,11.14,0,179.0
56,4,10.0,20,2,5.6,179,123,6,12.3,0,179.0
99,5,15.0,20,2,6.6,179,80,5,16.0,0,179.0
146,10,20.0,20,2,7.3,179,33,0,0.0,0,179.0
49,1,6.0,20,1,8.17,0,0,9,0.0,0,151.0
72,3,10.0,20,1,7.2,0,0,7,0.0,0,127.0
97,5,15.0,20,1,6.47,0,0,5,0.0,0,116.0
125,9,20.0,20,1,6.25,0,0,1,0.0,0,125.0
79,1,6.0,20,2,13.17,126,47,9,3.36,1,126.0
109,1,10.0,20,2,10.9,126,17,9,1.7,1,126.0
128,1,15.0,20,2,8.53,126,0,9,-0.4,1,126.0
128,1,20.0,20,2,6.4,126,0,9,0.0,1,126.0
34,1,6.0,20,1,5.67,0,0,9,0.0,0,105.0
71,2,10.0,20,1,7.1,0,0,8,0.0,0,133.0
96,4,15.0,20,1,6.4,0,0,6,0.0,0,119.0
119,8,20.0,20,1,5.95,0,0,2,0.0,0,119.0
40,1,6.0,20,2,6.67,120,80,9,5.71,1,120.0
69,2,10.0,20,2,6.9,120,51,8,5.1,1,120.0
114,3,15.0,20,2,7.6,120,6,7,1.2,1,120.0
120,5,20.0,20,2,6.0,120,0,5,0.0,1,120.0
55,0,6.0,20,1,9.17,0,0,10,0.0,1,183.0
84,1,10.0,20,1,8.4,0,0,9,0.0,1,167.0
136,2,15.0,20,1,9.07,0,0,8,0.0,1,179.0
196,3,20.0,20,1,9.8,0,0,7,0.0,1,196.0
